SiteID,Below_Capacity,Over_Capacity,Min_IQR_Upper_Bound_Value,Max_Value_95Perc,Average_Rate_Of_Change,Unusual_Change_90th_Perc.,MaxRoC,Unusual_Spike,Repeated_values,Unnamed: 10
5265,0.0,31.79,38.15,31.79,0.497080231,0.08,729.0,0.08,4,
8374,0.0,51.929,62.44625,51.929,2.452940642,9.137,90.81,9.137,4,
8452,0.0,4.3,5.5,4.3,0.131927761,0.7515,8.1,0.7515,4,
8456,0.0,95.375,95.375,106.648,6.104622807,27.7665,1295.0,27.7665,4,
8476,0.0,285.55,285.55,804.3,17.35902707,84.0,7119.0,84.0,4,
8489,0.0,17.6233913,23.714125,17.6233913,1.251339983,3.54,224.8,3.54,4,
8490,0.0,15.418,22.24423913,15.418,1.345414849,3.783,227.8,3.783,4,
8493,0.0,14.0,14.0,18.0,0.433578935,1.0,85.0,1.0,4,
8494,0.0,15.8515,21.30029891,15.8515,0.804041791,2.898,13.0035,2.898,4,
8509,0.0,29.67253563,42.18300325,29.67253563,1.087325829,5.090208552,351.3265427,5.090208552,4,
8511,0.0,84.83861333,116.2903882,84.83861333,3.997796706,12.44654701,823.3012883,12.44654701,4,
8945,0.0,135.0,192.3125,135.0,5.051966127,16.19164267,109.45,16.19164267,4,
8955,0.0,1.685,1.685,2.0,0.03990321,0.0134547,2.0,0.0134547,4,
8956,0.0,2.14,2.775,2.14,0.085170149,0.8,3.0,0.8,4,
8961,0.0,12.8300348,16.20032745,12.8300348,0.631267801,3.0,109.8,3.0,4,
8996,0.0,297.7260393,297.7260393,893.0437598,6.722027791,24.65771621,621.2187415,24.65771621,4,
9173,0.0,80.87,98.325,80.87,1.4466144,9.69,59.84,9.69,4,
9174,0.0,9.995,9.995,15.43,0.406500165,2.094,23.23,2.094,4,
9176,0.0,18.25,18.25,21.7,0.792918613,3.607,95.18,3.607,4,
9177,0.0,8.6,11.375,8.6,0.237627027,1.28,22.5,1.28,4,
9181,0.0,2.4,2.793125,2.4,0.166766438,0.9,8.06,0.9,4,
9189,0.0,5329.87,7448.15,5329.87,18.75840547,64.46,2812.75,64.46,4,
9225,0.0,271.875,271.875,488.95,12.9097204,57.58,1300.0,57.58,4,
9226,0.0,1.21,1.605953414,1.21,0.041845198,0.194728009,17.15188368,0.194728009,4,
9241,0.0,48.117,68.108625,48.117,1.413097927,6.07,43.6,6.07,4,
9242,0.0,37.538375,37.538375,42.275,0.79960283,2.8805,168.56,2.8805,4,
9243,0.0,5573.125,6888.407258,5573.125,14.01970584,59.87096777,1478.666667,59.87096777,4,
9244,0.0,5215.1285,7048.24,5215.1285,22.67797795,68.76,3195.39,68.76,4,
9245,0.0,51.712,70.275,51.712,0.969936548,4.828,95.53,4.828,4,
9246,0.0,632.571429,974.5,632.571429,5.041331887,18.622,454.0,18.622,4,
9248,0.0,36.0,36.25,36.0,0.597559326,2.0,141.076,2.0,4,
9256,0.0,132.6529223,169.8305096,132.6529223,4.825362385,12.68482054,3571.480408,12.68482054,4,
9274,0.0,120.7239525,153.8458116,120.7239525,2.296774069,9.04253835,96.34524476,9.04253835,4,
9275,0.0,43.42452439,52.82198268,43.42452439,0.992434946,4.36513738,52.0,4.36513738,4,
9283,0.0,68.47767157,71.50199091,68.47767157,2.890212872,11.40064513,162.6364579,11.40064513,4,
9295,0.0,32.07502024,32.07502024,35.61311659,53.0215044,4.611724404,81133.01487,4.611724404,4,
9296,0.0,2039.41904,2635.988436,2039.41904,9.962829106,46.75845099,2051.9033,46.75845099,4,
9300,0.0,77.9825,77.9825,106.54,2.594813628,9.4025,200.0,9.4025,4,
9301,0.0,24027.942,36535.3035,24027.942,103.5660596,262.026,10156.0,262.026,4,
9305,0.0,3.301762695,5.806630679,3.301762695,0.21976437,1.831289001,4.0,1.831289001,4,
9308,0.0,5.951304173,10.73638252,5.951304173,0.342179503,2.875,6.09,2.875,4,
9309,0.0,74.0,105.8668478,74.0,3.584652711,13.86987174,69.23,13.86987174,4,
9311,0.0,6014.6,7353.8925,6014.6,37.29905834,80.00813043,37005.0,80.00813043,4,
9326,0.0,31.005,31.005,51.18,1.624268402,7.681,101.0,7.681,4,
9410,0.0,10910.0,12693.5,10910.0,235.3723205,770.85,5576.0,770.85,4,
9416,0.0,0.628882568,0.628882568,1.5,0.012418969,0.048223821,1.949024254,0.048223821,4,
9417,0.0,3.844942897,6.0,3.844942897,0.251286235,1.646155071,4.11875,1.646155071,4,
9424,0.0,70.15391957,75.87046634,70.15391957,3.174923926,13.57562321,173.09061,13.57562321,4,
9438,0.0,901939.55,1327368.0,901939.55,6980.108091,22885.22,964823.4,22885.22,4,
9448,0.0,47.24,65.135,47.24,1.168770231,7.3285,64.22,7.3285,4,
9450,0.0,10.299,12.10565217,10.299,0.627337421,2.403809783,90.0,2.403809783,4,
9456,0.0,1289.0,1816.25,1289.0,14.36884771,105.3,962.0,105.3,4,
9460,0.0,1206116.0,1620971.5,1206116.0,1423.094948,4116.4,411334.0,4116.4,4,
9477,0.0,238.64,298.38125,238.64,5.675477553,29.6755,281.5,29.6755,4,
9478,0.0,61.909,88.95,61.909,0.798759076,4.08,38.92,4.08,4,
9479,0.0,499.239,747.8075,499.239,18.70549383,81.162,571.79,81.162,4,
9480,0.0,61.6,75.14625,61.6,20.56276163,13.98,32768.0,13.98,4,
9481,0.0,408.968,496.64,408.968,10.26020674,48.133,350.41,48.133,4,
9482,0.0,429.363,575.15,429.363,12.51097557,56.46,448.51,56.46,4,
9483,0.0,162.607,269.94,162.607,9.754805214,44.57,360.41,44.57,4,
9484,0.0,42.589,63.31,42.589,2.985546461,15.28,44.35,15.28,4,
9485,0.0,622.068,630.65,622.068,11.30149931,68.213,649.14,68.213,4,
9486,0.0,57.01,57.01,59.634,1.739402507,11.878,61.13,11.878,4,
9488,0.0,125.0475,125.0475,396.876,4.629143481,13.482,1078.59,13.482,4,
9489,0.0,23.8,24.375,23.8,0.276129757,0.75,28.88,0.75,4,
9491,0.0,53.54608696,77.49646739,53.54608696,7.9444262,7.89901087,7039.55,7.89901087,4,
9504,0.0,71.96198341,84.73603192,71.96198341,2.445312087,10.65825,74.51354042,10.65825,4,
9507,0.0,15.005,15.92,15.005,1.107275029,5.03,18.6,5.03,4,
9508,0.0,2.5279636,3.155,2.5279636,0.393151657,1.6942849,13.7,1.6942849,4,
9518,0.0,15.98079403,27.97019111,15.98079403,0.508980542,2.36006824,26.68,2.36006824,4,
9519,0.0,25.5587708,25.5587708,25.80980835,1.502880166,6.547292077,53.89,6.547292077,4,
9520,0.0,12.608,14.30940174,12.608,23.74326728,4.122090909,6193.36,4.122090909,4,
9524,0.0,43.43589744,43.43589744,44.0,0.024601442,0.0,1.685823755,0.0,4,
9525,0.0,,,,4.81e-05,9.08e-06,0.002145234,9.08e-06,4,
9526,0.0,8.298626611,11.40484758,8.298626611,0.126472742,0.220497778,6.857923611,0.220497778,4,
9527,0.0,31.732,33.8,31.732,1.018146161,2.28,802.89,2.28,4,
9533,0.0,,,,,,,,4,
9534,0.0,104.775,104.775,217.98,19.51561141,44.18055,2606.65,44.18055,4,
9535,0.0,84.54825,84.54825,215.4,41.32937175,46.221,6615.56,46.221,4,
9538,0.0,70.0,94.8,70.0,3.21526935,13.0955,804.2,13.0955,4,
9541,0.0,83.137875,83.137875,193.475,23.3603316,27.524,7999.0,27.524,4,
9542,0.0,6.5985,6.5985,25.36,0.603191455,2.72,105.911,2.72,4,
9543,0.0,11.1075,11.1075,48.4,116.197821,7.1261,6999.011,7.1261,4,
9544,0.0,11.5518935,15.10735182,11.5518935,0.881849236,3.2367847,288.2807147,3.2367847,4,
9545,0.0,41.3,41.3,1110.65,44.03118978,110.0,2336.0,110.0,4,
9567,0.0,0.64,1.426825,0.64,0.017735373,0.092248824,1.689311065,0.092248824,4,
9569,0.0,11.69252121,12.64800326,11.69252121,0.555327073,3.879762328,8.175011495,3.879762328,4,
9570,0.0,14.00830886,14.19257775,14.00830886,0.293187394,1.679762479,8.531600705,1.679762479,4,
9571,0.0,9.356884623,10.59201279,9.356884623,2.690366534,2.619550814,2510.961553,2.619550814,4,
9572,0.0,0.354659929,0.409693657,0.354659929,0.038328436,0.010181266,69.70697917,0.010181266,4,
9573,0.0,0.179245436,0.182632867,0.179245436,0.003707276,0.013204112,0.165573831,0.013204112,4,
9574,0.0,1.857312557,4.268972664,1.857312557,0.086151929,0.687976119,3.061083984,0.687976119,4,
9577,0.0,1.562,2.4985,1.562,0.060319572,0.5,2.039,0.5,4,
9578,0.0,0.9537356,1.417495526,0.9537356,0.168683962,0.493029311,186.0,0.493029311,4,
9589,0.0,1.968924769,1.968924769,2.554122917,26709304424.0,0.14794286,62200000000000.0,0.14794286,4,
9592,0.0,31.86530925,36.76110484,31.86530925,0.639366738,3.301158264,13.64017316,3.301158264,4,
9595,0.0,3.982919297,5.650991253,3.982919297,0.59235305,0.76707245,561.8164434,0.76707245,4,
9599,0.0,1.655093956,1.655093956,1.662097946,336.7688315,0.138565661,591308.6107,0.138565661,4,
9600,0.0,0.492507378,0.492507378,0.505156556,0.10374197,0.028408495,46.62517611,0.028408495,4,
9606,0.0,2.223116667,2.390846915,2.223116667,0.081282615,0.27,10.55,0.27,4,
9627,0.0,202556.625,311883.375,202556.625,409.5125758,1505.377,31107.0,1505.377,4,
9630,0.0,12.0,18.3225,12.0,0.995387253,1.917,803.0,1.917,4,
9636,0.0,18.575,27.175,18.575,0.913495639,3.5345,45.06155375,3.5345,4,
9650,0.0,27.1505,27.1505,30.0,0.541124154,2.584,25.434946,2.584,4,
9662,0.0,197.0,281.5,197.0,6.355417791,29.0,141.0,29.0,4,
9665,0.0,36.94,43.5,36.94,1.739847903,9.0,37.0,9.0,4,
9666,0.0,18.75,18.75,20.0,1.078197388,8.0,20.0,8.0,4,
9667,0.0,112.0,156.5,112.0,3.313727168,15.0,128.3,15.0,4,
9668,0.0,61177.245,103918.7625,61177.245,133.9266861,377.25,13819.683,377.25,4,
9677,0.0,83.0,95.45,83.0,2.6170459,8.0,146.0,8.0,4,
9678,0.0,20.34375,20.34375,30.5725,0.87749984,4.297,55.68,4.297,4,
9680,0.0,10.777652,14.05495007,10.777652,1.999640252,3.228324852,2899.226073,3.228324852,4,
9683,0.0,285.47615,470.157375,285.47615,18.93379042,127.0076,270.12105,127.0076,4,
9687,0.0,2.0,3.244031554,2.0,0.037300079,0.240438819,1.8,0.240438819,4,
9730,0.0,80.32845762,80.32845762,218.9989311,3.419741569,15.01,325.62,15.01,4,
9735,0.0,65.9475,88.20275,65.9475,4.094517089,16.177,99.04,16.177,4,
9738,0.0,29.29094431,49.53612643,29.29094431,0.862632162,3.932301513,20.05884886,3.932301513,4,
9739,0.0,18.13324616,27.42418802,18.13324616,1.625547192,6.107846394,30.1015625,6.107846394,4,
9740,0.0,4672.3,4687.2475,4672.3,13.73181154,0.5,41800.5,0.5,4,
9742,0.0,5383.487,5423.982,5383.487,4.482426536,0.915,7883.0,0.915,4,
9755,0.0,31.37875,31.37875,110.45,1.868468064,9.865,187.0,9.865,4,
9756,0.0,41.25,41.25,55.41,1.393872832,5.6,34.6,5.6,4,
9757,0.0,69.5,69.5,198.1,3.700235114,19.0,225.0,19.0,4,
9758,0.0,15.11,15.11,28.6,0.772988746,3.0,73.3,3.0,4,
9759,0.0,4.26,4.26,13.825,0.79325325,4.0,96.4,4.0,4,
9814,0.0,7746.25,7746.25,15700.0,251.4171307,1100.0,5980.0,1100.0,4,
9815,0.0,21.6075,24.24375,21.6075,1.009941182,4.232,53.0,4.232,4,
9830,0.0,16.2,27.835,16.2,0.18944888,1.0,22.0,1.0,4,
9831,0.0,166.5025,166.5025,476.76,9.822760805,51.083,841.93,51.083,4,
9833,0.0,125.7510969,125.7510969,146.8729937,8.692345261,34.85960923,866.9582648,34.85960923,4,
9834,0.0,39.76,39.76,51.276,0.469958201,3.096,28.26,3.096,4,
9835,0.0,5.0502,5.789,5.0502,0.59118898,2.2675,26.987,2.2675,4,
9838,0.0,10.68,10.8,10.68,0.096903409,0.34,10.31,0.34,4,
9840,0.0,83.66,123.8,83.66,1.516886309,6.172,38.0,6.172,4,
9846,0.0,0.692271633,0.692271633,0.913769659,0.038084518,0.18216845,2.45447684,0.18216845,4,
9847,0.0,0.194594375,0.194594375,0.422932962,0.013439557,0.078570807,0.766528,0.078570807,4,
9848,0.0,0.481568263,0.481568263,1.250933245,0.011040494,0.041870934,1.683241421,0.041870934,4,
9849,0.0,1.997946821,2.618958855,1.997946821,0.027933738,0.127611858,2.357991688,0.127611858,4,
9850,0.0,5705.34,5730.9875,5705.34,0.629794736,0.51,162.6,0.51,4,
9851,0.0,152.0,210.58,152.0,1.843410119,10.0,122.61,10.0,4,
9852,0.0,5557.287,5589.2675,5557.287,0.260489629,0.62,2.62,0.62,4,
9853,0.0,547.5,903.785,547.5,12.47484774,55.586,513.0,55.586,4,
9854,0.0,6004.3,6015.77625,6004.3,0.13656922,0.41,3.39,0.41,4,
9855,0.0,59.725,84.18,59.725,1.35526576,7.0,101.0,7.0,4,
9856,0.0,6034.738,6058.14,6034.738,0.224421129,0.54,14.25,0.54,4,
9857,0.0,259.85,428.5,259.85,5.278819645,21.0,420.0,21.0,4,
9858,0.0,4899.337,4913.0325,4899.337,0.159939701,0.43,15.7,0.43,4,
9859,0.0,642.425,642.425,656.6,13.2720344,67.476,624.0,67.476,4,
9864,0.0,5692.487,5724.465,5692.487,0.320291848,0.93,7.94,0.93,4,
9865,0.0,124.25,124.25,151.25,4.213069554,23.6,402.69,23.6,4,
9867,0.0,4226.66,4237.725,4226.66,0.037204112,0.13,0.41,0.13,4,
9868,0.0,120.1925959,120.1925959,149.9131527,8.837382619,36.06024495,866.9660989,36.06024495,4,
9869,0.0,74.07078187,74.07078187,134.7176053,4.741810841,21.94348659,882.328972,21.94348659,4,
9870,0.0,94.76778816,94.76778816,187.0388269,7.206805189,32.74241143,158.7310543,32.74241143,4,
9871,0.0,17.07064331,17.07064331,22.85747391,0.471626372,1.830914629,37.6882275,1.830914629,4,
9872,0.0,52.2588536,65.36073151,52.2588536,2.774432788,12.42590042,66.28154349,12.42590042,4,
9873,0.0,7.172815062,7.172815062,17.11839239,0.380596497,1.336051087,68.04017857,1.336051087,4,
9874,0.0,312.351435,312.351435,349.9301533,11.33094964,50.05492853,311.9710257,50.05492853,4,
9885,0.0,13.1895,14.07,13.1895,0.768181873,3.514,13.56,3.514,4,
9893,0.0,30.65,30.65,33.9,1.763965933,6.0,367.0,6.0,4,
9895,0.0,5345.6,7127.0,5345.6,25.09779798,60.9,3442.0,60.9,4,
9896,0.0,73.0,73.0,105.0,3.275472558,12.25,138.0,12.25,4,
9897,0.0,37.0,37.0,62.54,1.812440435,6.8,64.0,6.8,4,
9898,0.0,14.175,14.175,20.055,0.838304745,3.4,47.7,3.4,4,
9906,0.0,2.7906326,3.796376097,2.7906326,0.154835935,0.858344,68.2,0.858344,4,
9907,0.0,5.165,5.165,5.4685,113269.7977,0.21377545,222801497.7,0.21377545,4,
9908,0.0,5.5,8.733189458,5.5,0.53285981,1.5,6.401,1.5,4,
9909,0.0,1.45,1.965,1.45,0.036268183,0.25,2.68,0.25,4,
9911,0.0,195.605,195.605,512.234,6.366573529,30.275,806.67,30.275,4,
9923,0.0,103.0,103.0,158.0,3.635713424,15.0,253.0,15.0,4,
9925,0.0,1.656,1.656,3.4038,0.270051087,2.0072,17.047,2.0072,4,
9926,0.0,15.0,32.714,15.0,0.114389003,1.0,11.0,1.0,4,
9935,0.0,7.72345,15.41225,7.72345,0.075244004,0.052,52.326,0.052,4,
9936,0.0,10.096,12.621625,10.096,0.136176329,0.6536,6.663,0.6536,4,
9938,0.0,5.739,5.739,8.0,0.048827402,0.1083,8.0,0.1083,4,
9940,0.0,365.5,365.5,653.2,9.761609907,44.0,300.0,44.0,4,
9942,0.0,5.712,7.163625,5.712,0.012742362,0.0719,2.426,0.0719,4,
9956,0.0,235.138,330.07,235.138,6.793617339,25.2475,121.0,25.2475,4,
9957,0.0,47.026,62.575,47.026,2.856275536,9.7805,30.17,9.7805,4,
9958,0.0,1000.0,1130.0,1000.0,32.17891378,150.0,2548.0,150.0,4,
9959,0.0,145.335,145.335,149.487,3.025097152,17.852,111.32,17.852,4,
9963,0.0,10.555,13.57660072,10.555,0.307568334,1.747298039,8.67,1.747298039,4,
9968,0.0,10.469,16.642625,10.469,0.340251578,1.8824,11.26,1.8824,4,
9997,0.0,8330.0,9672.3,8330.0,30.99108635,110.0,908.8,110.0,4,
9998,0.0,7690.59,7699.455,7690.59,0.175313283,0.61,4.57,0.61,4,
10019,0.0,137.5,137.5,388.3,9.526122679,42.0,470.0,42.0,4,
10020,0.0,7616.35,7635.665,7616.35,3.4907225,0.2,6852.05,0.2,4,
10026,0.0,32.25,32.25,175.808,4.340685886,26.811,223.9,26.811,4,
10030,0.0,12.335,12.335,16.308,0.570405977,1.974,95.18,1.974,4,
10031,0.0,6.251,7.0275,6.251,0.096895968,0.57,4.75,0.57,4,
10032,0.0,107.11875,107.11875,136.8865,8.559505929,16.69,913.85,16.69,4,
10033,0.0,5.01,9.03,5.01,0.12589983,0.7035,6.47,0.7035,4,
10034,0.0,29.73,29.73,47.75,1.261863547,6.081,33.98,6.081,4,
10035,0.0,60.475,60.475,86.326,2.089599662,11.066,70.32,11.066,4,
10054,0.0,286.95,286.95,1080.0,21.35828354,120.0,630.0,120.0,4,
10063,0.0,4.490125,4.490125,4.7381,0.094893889,0.556,4.5,0.556,4,
10064,0.0,14.3415,21.125,14.3415,0.488370399,3.0,14.718,3.0,4,
10066,0.0,47.9645,55.80497386,47.9645,0.940328524,3.206506525,70.33,3.206506525,4,
10067,0.0,40.752575,44.8363125,40.752575,0.347796475,1.0026081,36.67,1.0026081,4,
10068,0.0,42.38,49.23375,42.38,0.873921433,4.175,33.2,4.175,4,
10069,0.0,44.1645,80.66625,44.1645,1.008831845,5.6545,41.12,5.6545,4,
10078,0.0,2989.206557,3401.063883,2989.206557,98.05050049,10.43573207,258791.1709,10.43573207,4,
10079,0.0,3379.0525,3379.0525,5413.587,7.917071381,10.8815,2789.44,10.8815,4,
10112,0.0,524.1375,524.1375,1510.0,34.64257603,131.3,1040.0,131.3,4,
10113,0.0,219.075,219.075,422.4,15.87203257,74.0,490.0,74.0,4,
10115,0.0,520.2375,520.2375,1480.0,38.39892581,151.0,1340.0,151.0,4,
10119,0.0,72.5,72.5,145.0,3.829817291,15.0,631.2,15.0,4,
10120,0.0,321.05,321.05,618.9,13.19059471,48.0,881.0,48.0,4,
10123,0.0,51.598447,51.598447,120.551855,2.500573506,10.611332,179.3299,10.611332,4,
10178,0.0,14318.0,15743.25,14318.0,92.2177041,330.0,1706.0,330.0,4,
10179,0.0,10591.0,10971.0,10591.0,44.26570605,168.1,1213.0,168.1,4,
10181,0.0,1535.0,1535.0,1600.0,53.47043874,180.0,1437.0,180.0,4,
10191,0.0,61.2275645,111.2436655,61.2275645,0.971487822,4.626185,19.85686,4.626185,4,
10203,0.0,5.197633065,7.963265325,5.197633065,0.28255663,1.396281518,16.16683127,1.396281518,4,
10206,0.0,3.7,3.934527,3.7,0.258228459,2.1870931,3.865179,2.1870931,4,
10207,0.0,3.0418649,5.4188785,3.0418649,0.244515893,2.1625262,3.69699,2.1625262,4,
10208,0.0,177.0546488,177.0546488,270.541705,5.161251555,21.90278,112.4,21.90278,4,
10217,0.0,208.7525,208.7525,255.3,6.10866159,25.0,289.8,25.0,4,
10287,0.0,23.176,23.176,28.698,1.470691346,6.375,101.7,6.375,4,
10297,0.0,13.87,13.87,73.0,0.937308708,2.9,135.0,2.9,4,
10318,0.0,9.035744267,9.739958799,9.035744267,8.723849898,0.025636205,3378.707644,0.025636205,4,
10321,0.0,206.9,206.9,1020.0,19.47279382,110.0,630.0,110.0,4,
10332,0.0,9.022809,17.4553414,9.022809,0.141848437,0.691660177,11.404918,0.691660177,4,
10337,0.0,38.113898,38.113898,111.00008,2.095084792,11.7057045,56.47458,11.7057045,4,
10364,0.0,151364.3,197033.9025,151364.3,585.3539742,770.316,116762.89,770.316,4,
10365,0.0,168.0,168.0,356.4,14.60647786,65.0,1276.0,65.0,4,
10366,0.0,565.075,565.075,1130.0,33.68395705,145.0,2292.0,145.0,4,
10370,0.0,409.65,409.65,781.0,25.09344444,100.245,1310.0,100.245,4,
10371,0.0,483.9125,483.9125,564.0,11.44953499,59.0,691.0,59.0,4,
10372,0.0,10006.3,10014.47,10006.3,44.49494159,251.5075,3606.44,251.5075,4,
10377,0.0,49.811375,49.811375,53.7245,3.039749494,12.575,62.81,12.575,4,
10387,0.0,3.991337336,3.991337336,4.683868243,0.609963417,2.569988225,36.28483675,2.569988225,4,
10388,0.0,5.480807065,5.480807065,6.775445652,0.821048734,3.272763316,24.30913043,3.272763316,4,
10389,0.0,17.52081865,20.75472175,17.52081865,1.648057784,6.158816966,30.42773974,6.158816966,4,
10390,0.0,66.91733803,66.91733803,273.1007727,8.547198554,42.11078828,309.0440586,42.11078828,4,
10393,0.0,8.344534053,8.344534053,37.77489411,0.5950068,3.12639096,14.9073913,3.12639096,4,
10394,0.0,80.29528874,80.29528874,175.2673587,4.930306609,23.09529811,147.7556232,23.09529811,4,
10395,0.0,83.20981201,83.20981201,195.8308127,6.15455906,29.43144224,150.9472559,29.43144224,4,
10398,0.0,61.09553117,61.09553117,167.59097,3.980872859,22.58203939,127.205157,22.58203939,4,
10400,0.0,18.58179356,18.58179356,291.77186,6.757564406,40.5793114,346.1224372,40.5793114,4,
10401,0.0,18.995,18.995,34.4,3.025838608,10.791,317.4,10.791,4,
10415,0.0,33.948,46.075,33.948,2.268870833,7.69865,27.078,7.69865,4,
10417,0.0,14.95975,14.95975,18.4305,0.272041778,1.2294,13.245,1.2294,4,
10424,0.0,8.0,13.25,8.0,0.13052018,0.57564426,8.0,0.57564426,4,
10440,0.0,41.385,41.385,140.4,4.824988318,24.945,208.21,24.945,4,
10441,0.0,7.159,7.181,7.159,0.285311065,1.7714,7.133,1.7714,4,
10442,0.0,9.16,13.7225,9.16,0.100436199,0.498,4.807,0.498,4,
10443,0.0,17.83475,17.83475,18.75,0.464629195,1.899,17.134,1.899,4,
10446,0.0,10.51875,10.51875,11.9695,0.374169881,1.802,15.17,1.802,4,
10447,0.0,8.0,14.9655,8.0,0.080080214,0.13125,8.0,0.13125,4,
10448,0.0,20.119625,20.119625,22.4645,1.086181564,5.99985,21.239,5.99985,4,
10449,0.0,14.2,16.03525,14.2,0.955382735,4.472495,23.99,4.472495,4,
10450,0.0,8.52375,8.52375,15.7,0.267812317,0.968,41.02,0.968,4,
10451,0.0,2.1025,2.324375,2.1025,0.106062971,0.565,5.331,0.565,4,
10452,0.0,3.44895,6.17575,3.44895,0.050449331,0.2428,3.046,0.2428,4,
10453,0.0,5.2665,5.2665,7.8725,0.330796547,1.5235,6.45,1.5235,4,
10455,0.0,12.3925,12.3925,13.416,0.268425837,1.55035,16.89,1.55035,4,
10456,0.0,28.309,28.309,85.68,5.756571429,14.479,507.556,14.479,4,
10457,0.0,5.65575,5.65575,11.97,2.939746544,4.75,325.5,4.75,4,
10496,0.0,32.4625,32.4625,96.125,2.148534296,11.28,60.1,11.28,4,
10497,0.0,130.15,130.15,280.2,7.191104651,36.0,251.0,36.0,4,
10516,0.0,31.27,41.205,31.27,0.338590799,1.591,18.47,1.591,4,
10524,0.0,5585.319397,5955.07145,5585.319397,5.53880691,7.259281915,214.6059664,7.259281915,4,
10525,0.0,32621.1148,46894.13203,32621.1148,97.29847875,269.3703592,1215.830728,269.3703592,4,
10527,0.0,,,,0.01306732,0.000600762,0.576614962,0.000600762,4,
10528,0.0,5015.513877,5015.513877,5272.960546,39.17089234,128.6051715,1114.147671,128.6051715,4,
10533,0.0,1.085,1.6525,1.085,0.061235974,0.5235,1.73,0.5235,4,
10534,0.0,6998.802,7018.275,6998.802,0.234930663,0.62,29.5,0.62,4,
10541,0.0,10.8485,18.665,10.8485,0.617619512,2.134,10.04,2.134,4,
10546,0.0,,,,0.0,0.0,0.0,0.0,4,
10547,0.0,19.87941819,34.87324375,19.87941819,0.600425231,2.528066407,20.22644734,2.528066407,4,
10550,0.0,22830.36,35511.9,22830.36,17.99622843,145.031,10700.0,145.031,4,
10551,0.0,6990.4,6994.3,6990.4,118.6633839,1.4,62770.0,1.4,4,
10552,0.0,1332.9,1525.5,1332.9,35.14914992,124.7,537.0,124.7,4,
10554,0.0,484.2175,484.2175,504.305,7.278636848,38.193,520.6,38.193,4,
10555,0.0,91.725,91.725,276.9,5.086415057,25.6,250.0,25.6,4,
10562,0.0,21.23276482,35.36286833,21.23276482,1.188001847,5.04301162,12.84589262,5.04301162,4,
10563,0.0,22.54344329,35.23216879,22.54344329,0.983484481,4.312993915,16.51020365,4.312993915,4,
10564,0.0,14.2845,14.2845,51.605,0.838095108,3.53,110.287,3.53,4,
10565,0.0,32.9105,37.109,32.9105,1.432530452,5.5473,318.973,5.5473,4,
10566,0.0,18.58275,18.58275,41.61,0.808196826,3.5895,127.291,3.5895,4,
10567,0.0,74.89,74.89,113.0,1.720960317,7.9,51.9,7.9,4,
10574,0.0,8.864,8.864,21.591,0.514551282,2.09,33.74,2.09,4,
10577,0.0,2990.078261,4083.825,2990.078261,17.57823124,69.24,1736.5148,69.24,4,
10581,0.0,31.804,35.49,31.804,0.590205587,2.5255,34.453,2.5255,4,
10582,0.0,82.6,120.485,82.6,3.357022089,13.55,736.9,13.55,4,
10583,0.0,5918.317,5969.213125,5918.317,5.689,1.0204,5902.088,1.0204,4,
10584,0.0,25929.46,45842.01,25929.46,142.0720673,310.3205,17796.635,310.3205,4,
10585,0.0,99.33,167.0425,99.33,4.274617524,17.378,66.75,17.378,4,
10586,0.0,112.06,151.515,112.06,2.98334819,14.648,64.49,14.648,4,
10587,0.0,,,,0.001706667,0.01,0.61,0.01,4,
10590,0.0,0.0105,0.0105,0.393,0.082098972,0.007,105.335,0.007,4,
10600,0.0,27.99,57.679,27.99,0.499346909,2.3,26.473,2.3,4,
10601,0.0,12.72,13.202875,12.72,1.008200663,5.632,16.1,5.632,4,
10602,0.0,7.4155,8.144125,7.4155,0.115738657,0.6174,3.411,0.6174,4,
10603,0.0,3.2613,3.703625,3.2613,0.112967484,0.8457,4.091,0.8457,4,
10604,0.0,37.13925,37.13925,68.979,10.71219098,7.3785,7011.62,7.3785,4,
10605,0.0,6048.7402,14965.76437,6048.7402,1.390044179,0.91105,5999.955,0.91105,4,
10606,0.0,5878.296,9362.855,5878.296,32.89511556,109.0195,722.516,109.0195,4,
10607,0.0,43.3865,82.0845,43.3865,19.52980513,6.0015,7029.44,6.0015,4,
10608,0.0,80.958704,135.9166943,80.958704,4.182785845,17.42045075,94.54502,17.42045075,4,
10610,0.0,81.60125,81.60125,117.895,5.430973997,26.0775,238.3,26.0775,4,
10612,0.0,94.2,199.632,94.2,7.134567384,6.3025,6988.18,6.3025,4,
10613,0.0,81.59,148.025,81.59,3.256418093,13.6375,49.46,13.6375,4,
10617,0.0,29.07467688,29.07467688,36.6092225,1.703588564,8.00596,61.53704,8.00596,4,
10618,0.0,5.9132,7.5905,5.9132,5.689467861,2.8908,6995.125,2.8908,4,
10619,0.0,61.69,103.8145,61.69,1.571278857,6.6515,70.52,6.6515,4,
10620,0.0,62.382,109.555,62.382,1.651967656,8.158,57.5,8.158,4,
10626,0.0,4374.9,4374.9,6999.0,61.61028478,34.4815,6999.0,34.4815,4,
10627,0.0,42.99101625,42.99101625,44.507609,0.622670188,1.8735825,33.55761,1.8735825,4,
10628,0.0,17.89941,37.0888245,17.89941,10964912.52,0.358746,10000000012.0,0.358746,4,
10629,0.0,10.393995,11.6151505,10.393995,0.144861539,0.4307231,12.248038,0.4307231,4,
