SiteID,Below_Capacity,Over_Capacity,Min_IQR_Upper_Bound_Value,Max_Value_95Perc,Average_Rate_Of_Change,Unusual_Change_90th_Perc.,MaxRoC,Unusual_Spike,Repeated_values,Unnamed: 10
10635,0.0,15.757,16.413375,15.757,3.281686441,2.3881,6994.779,2.3881,4,
10643,0.0,19.164,32.3105,19.164,0.555388777,3.17,20.972,3.17,4,
10644,0.0,6.523,6.8765,6.523,0.305639691,1.515,34.242,1.515,4,
10645,0.0,10.1,11.92725,10.1,0.23433866,1.4864,10.969,1.4864,4,
10646,0.0,8.115,11.08575,8.115,0.383619161,2.102,6.051,2.102,4,
10651,0.0,5946.04415,14809.99393,5946.04415,24.66854464,13.409685,5940.193,13.409685,4,
10652,0.0,5.1185,7.8245,5.1185,0.19985575,0.93975,15.02,0.93975,4,
10653,0.0,14.9815,14.9815,29.272,0.159381715,0.633,29.0,0.633,4,
10654,0.0,33.99275,33.99275,34.865,2.115186332,9.9,68.41,9.9,4,
10655,0.0,357.81,512.38375,357.81,9.856976939,55.94,352.2,55.94,4,
10656,0.0,8136.27965,8158.15975,8136.27965,4.522127389,0.7924,8122.051,0.7924,4,
10657,0.0,35607.0,48231.55125,35607.0,175.1207746,566.91,10753.80331,566.91,4,
10658,0.0,12.808,15.9855,12.808,0.194366927,0.91,12.29,0.91,4,
10659,0.0,214.985,362.63375,214.985,4.739733296,31.195,225.5,31.195,4,
10660,0.0,355.29,376.50225,355.29,6.75201246,40.936,310.6,40.936,4,
10661,0.0,6.513039,7.1656895,6.513039,0.28772143,1.7016196,13.379,1.7016196,4,
10665,0.0,127.675,152.0225,127.675,6.90382135,27.8,293.97,27.8,4,
10666,0.0,10.494,14.30275,10.494,5.96937176,3.2394,6996.77,3.2394,4,
10668,0.0,31.95,68.27,31.95,0.42115568,1.102,27.4,1.102,4,
10669,0.0,76.9,139.84,76.9,1.665289868,7.952,279.94,7.952,4,
10670,0.0,6.558,7.5805,6.558,0.327319042,1.70215,9.879,1.70215,4,
10671,0.0,31.7745,31.7745,39.694,2.178735914,12.6,53.79,12.6,4,
10672,0.0,22.588,33.87675,22.588,0.76767171,3.5375,18.84,3.5375,4,
10673,0.0,6999.0,17494.482,6999.0,23.26350053,0.004,6999.0,0.004,4,
10674,0.0,8.97,17.5955,8.97,0.274089447,1.3869,9.71,1.3869,4,
10676,0.0,17.498625,17.498625,19.5,0.677493293,4.13085,22.325,4.13085,4,
10678,0.0,8.167,8.167,42.464,2.858492742,6.887,307.4,6.887,4,
10683,0.0,6.072,8.707,6.072,0.155336753,0.901,4.861,0.901,4,
10685,0.0,5.046,5.046,5.1833,0.112679964,0.12325,12.26,0.12325,4,
10687,0.0,18.184875,18.184875,23.14,0.48373993,2.55,27.73,2.55,4,
10688,0.0,9.11464875,9.11464875,44.750449,0.468416427,1.28958,46.609758,1.28958,4,
10689,0.0,32.99,57.631875,32.99,0.221152473,1.02,59.62,1.02,4,
10690,0.0,64.5,91.805125,64.5,1.89409911,8.7385,329.2,8.7385,4,
10691,0.0,53.235,67.8515,53.235,0.88503678,4.19,22.34,4.19,4,
10692,0.0,123.52,123.52,142.4,2.712401945,12.795,133.41,12.795,4,
10693,0.0,7.67025,7.67025,32.93,1.756354387,4.04245,1222.991,4.04245,4,
10694,0.0,113.10475,113.10475,114.71,3.19048203,15.077,82.18,15.077,4,
10702,0.0,24.5,33.1995,24.5,0.78109656,3.111,96.72,3.111,4,
10707,0.0,9.5635,11.833375,9.5635,0.409027867,2.1977,11.74,2.1977,4,
10709,0.0,66.85575,66.85575,73.12,2.73949811,15.117,103.8,15.117,4,
10710,0.0,35.1375,64.056375,35.1375,0.901314638,3.425,38.69,3.425,4,
10712,0.0,50.174,110.124,50.174,0.779080599,2.251,48.42,2.251,4,
10714,0.0,4103.78,5143.252212,4103.78,24.85242149,132.068,1693.871157,132.068,4,
10715,0.0,568.05,700.475,568.05,16.55051405,67.1,400.0,67.1,4,
10717,0.0,1130.5,1130.5,3200.0,76.0933697,350.0,5300.0,350.0,4,
10718,0.0,12425.0,12425.0,25000.0,455.0679247,2000.0,13200.0,2000.0,4,
10719,0.0,3.78625,3.78625,20.935,0.735981501,4.1,25.25,4.1,4,
10720,0.0,7400.0,7400.0,18300.0,273.0811663,1200.0,5390.0,1200.0,4,
10721,0.0,272.0,272.0,766.5,16.80961687,89.0,1190.0,89.0,4,
10722,0.0,4580.0,4615.0,4580.0,156.8684027,760.0,7770.0,760.0,4,
10723,0.0,8650.0,8650.0,13900.0,275.763734,1130.0,10870.0,1130.0,4,
10724,0.0,5980.0,5980.0,13500.0,182.7091661,900.0,4700.0,900.0,4,
10725,0.0,232.0,232.0,681.0,12.81893871,60.0,1151.0,60.0,4,
10726,0.0,180.65,180.65,625.0,11.290086,61.0,692.0,61.0,4,
10727,0.0,71.8,71.8,179.0,2.00829421,7.0,320.6,7.0,4,
10728,0.0,70.6,70.6,126.0,2.93125543,11.0,222.0,11.0,4,
10729,0.0,212.0,212.0,416.0,7.066840555,30.0,940.6,30.0,4,
10730,0.0,189.0,189.0,486.0,11.31886363,60.0,899.0,60.0,4,
10731,0.0,482.0,749.95,482.0,10.88080971,58.0,1150.0,58.0,4,
10732,0.0,151.75,151.75,374.0,10.61230916,48.0,955.0,48.0,4,
10733,0.0,262.0,262.0,474.0,10.90410973,53.0,1062.0,53.0,4,
10734,0.0,942.5,942.5,1680.0,42.21830255,211.0,2690.0,211.0,4,
10735,0.0,305.0,305.0,525.0,14.71000238,66.0,1569.0,66.0,4,
10736,0.0,272.5,272.5,413.0,10.68021042,49.0,970.0,49.0,4,
10737,0.0,1152.5,1152.5,2150.0,54.33870637,210.0,4680.0,210.0,4,
10738,0.0,174.0,174.0,411.55,26.3212229,92.0,5062.0,92.0,4,
10740,0.0,192.45,192.45,536.0,24.93151515,109.0,6595.0,109.0,4,
10741,0.0,103.90625,103.90625,366.3,10.1024929,45.0,486.2,45.0,4,
10742,0.0,7100.0,7100.0,15600.0,238.266436,1100.0,6500.0,1100.0,4,
10743,0.0,22.9,22.9,50.0,1.441731699,7.1,115.3,7.1,4,
10744,0.0,235.0,245.5,235.0,31.23006769,80.0,26300.0,80.0,4,
10745,0.0,11.35,11.35,14.0,0.753327196,3.0,147.0,3.0,4,
10746,0.0,25.1,25.1,37.0,3.337296388,12.0,802.0,12.0,4,
10747,0.0,94.85,94.85,130.0,10.2267686,36.01,644.0,36.01,4,
10748,0.0,1.805,1.805,7.885,0.209552032,1.0,35.0,1.0,4,
10749,0.0,2.63875,2.63875,9.519,0.162687144,0.8,44.0,0.8,4,
10750,0.0,11.17,11.17,174.9,21.66519393,115.575,965.2,115.575,4,
10751,0.0,5003.0,5003.0,7427.0,253.7541551,1060.0,31200.0,1060.0,4,
10752,0.0,40.75,40.75,58.6,10.68906489,34.0,1128.3,34.0,4,
10753,0.0,19.25,19.25,27.0,2.010876508,6.3,561.1,6.3,4,
10754,0.0,88.7,88.7,99.88,6.332500816,20.4,1545.0,20.4,4,
10755,0.0,138.65,138.65,336.0,15.31378625,61.0,3990.0,61.0,4,
10756,0.0,309.875,309.875,590.0,39.96499333,144.0,10200.0,144.0,4,
10757,0.0,125.4,125.4,316.15,26.97798795,99.0,4950.0,99.0,4,
10758,0.0,14.15,14.15,23.0,0.750729058,1.3,490.0,1.3,4,
10759,0.0,191.6,191.6,634.0,41.50399319,151.3,10000.0,151.3,4,
10760,0.0,346.45,346.45,664.0,42.93072485,150.0,12975.0,150.0,4,
10761,0.0,30.26,30.26,90.925,2.9508371,4.009,3550.0,4.009,4,
10762,0.0,24.08,24.08,45.29,1.751240949,7.0,433.56,7.0,4,
10763,0.0,40.025,40.025,89.0,3.854218835,11.0,1497.46,11.0,4,
10764,0.0,20.78125,20.78125,63.8,5.483048968,14.8955,4404.5,14.8955,4,
10765,0.0,397.5,397.5,745.0,49.84759609,176.05,12840.0,176.05,4,
10766,0.0,342.5,342.5,675.0,48.17703632,173.25,13180.0,173.25,4,
10767,0.0,9.4,9.4,26.7,2.436184646,4.513,954.0,4.513,4,
10768,0.0,309.5,309.5,930.0,19.29422307,104.0,910.0,104.0,4,
10769,0.0,31.9,31.9,37.2,0.554751532,2.0,41.0,2.0,4,
10770,0.0,223.25,223.25,319.0,5.035030062,22.0,567.0,22.0,4,
10771,0.0,20.65,20.65,62.62,1.386076711,7.0,175.0,7.0,4,
10772,0.0,21.48375,21.48375,71.3,1.459559601,7.0,91.0,7.0,4,
10773,0.0,37.0,37.0,86.0,1.717322716,8.0,153.0,8.0,4,
10774,0.0,49.01,49.01,77.0,2.585449412,12.0,210.0,12.0,4,
10775,0.0,23.04125,23.04125,45.0,0.818631979,3.91,45.9,3.91,4,
10776,0.0,54.35,54.35,60.0,0.864146471,3.0,86.5,3.0,4,
10777,0.0,137.2,137.2,206.0,3.39375946,14.6,319.0,14.6,4,
10778,0.0,59.85,59.85,155.15,3.93922628,14.52,297.1,14.52,4,
10779,0.0,415.0,415.0,1310.0,27.06271477,145.0,1060.0,145.0,4,
10780,0.0,337.0,337.0,605.0,9.888192995,45.0,660.0,45.0,4,
10781,0.0,407.5,407.5,753.3,15.22411927,72.0,680.0,72.0,4,
10782,0.0,64.0,67.75,64.0,1.505881255,5.4,32.0,5.4,4,
10783,0.0,9.3,9.3,43.5,0.894683805,5.0,84.0,5.0,4,
10784,0.0,111.0,111.0,225.0,3.599936744,18.0,313.0,18.0,4,
10785,0.0,98.7725,98.7725,138.65,3.573873171,16.62,50.6,16.62,4,
10786,0.0,6.5375,6.5375,16.0,0.259932034,1.1,27.6,1.1,4,
10787,0.0,72.175,72.175,244.0,8.269833309,41.715,276.0,41.715,4,
10788,0.0,1043.5,1043.5,1550.0,32.73682811,130.0,1430.0,130.0,4,
10789,0.0,7.15,7.15,13.0,0.192633686,1.0,22.0,1.0,4,
10790,0.0,6.8,6.8,8.5,0.16882628,0.4,43.0,0.4,4,
10791,0.0,3.87,3.87,4.8135,0.22406785,1.05,16.42,1.05,4,
10792,0.0,12.6,12.6,21.0,0.349384115,1.8,36.0,1.8,4,
10793,0.0,7.375,7.375,21.0,0.440895392,2.0,57.0,2.0,4,
10794,0.0,9.7275,9.7275,22.85,0.435260075,2.0,60.0,2.0,4,
10795,0.0,76.0,76.0,221.0,3.221295657,16.0,215.0,16.0,4,
10796,0.0,25.7,25.7,53.51,1.097396566,5.0,123.0,5.0,4,
10797,0.0,45.15,45.15,130.0,2.343123638,11.0,170.0,11.0,4,
10798,0.0,553.5,553.5,678.0,15.4168908,60.0,620.0,60.0,4,
10799,0.0,748.0,844.5,748.0,20.83611624,103.0,1540.0,103.0,4,
10800,0.0,8.99,10.555,8.99,0.498883002,2.55,10.67,2.55,4,
10801,0.0,883.0,1046.0,883.0,116.7187472,461.79,4160.0,461.79,4,
10812,0.0,184.79,251.745,184.79,8.363676543,12.0,995.0,12.0,4,
10830,0.0,12.353,14.201,12.353,0.163503639,0.64035,4.81,0.64035,4,
10831,0.0,63.5685,139.85,63.5685,0.263024466,0.6,57.7,0.6,4,
10832,0.0,65.33,77.38,65.33,0.278503869,0.51,50.97,0.51,4,
10833,0.0,76.5,108.97,76.5,0.238635693,0.47,28.48,0.47,4,
10834,0.0,37.64,57.32625,37.64,0.068007273,0.19,0.45,0.19,4,
10835,0.0,8220.55,8220.55,8251.5154,329.7837083,509.4872,18492.647,509.4872,4,
10836,0.0,9.11,20.15925,9.11,0.162119381,0.8402,4.222,0.8402,4,
10839,0.0,2.201155239,2.326902174,2.201155239,0.049822176,0.185386319,1.115402758,0.185386319,4,
10840,0.0,631.6809674,631.6809674,904.8965478,24.43048225,98.43750182,400.1408729,98.43750182,4,
10841,0.0,44.32108696,44.32108696,67.4991413,2.944238705,11.35739731,50.84124058,11.35739731,4,
10842,0.0,34.79435082,34.79435082,87.87278152,1.055542187,4.17091796,39.54891304,4.17091796,4,
10843,0.0,24.01384746,24.01384746,27.89423913,2.338040599,9.04333913,33.6371463,9.04333913,4,
10847,0.0,115.8725,115.8725,141.93,5.289791271,20.436,53.7,20.436,4,
10869,0.0,56.648,94.096,56.648,2.266905419,9.575,54.128,9.575,4,
10946,0.0,121.89,121.89,380.856,13.35928499,59.57,563.02,59.57,4,
10954,0.0,78.036,111.5405,78.036,2.344675274,11.95,45.24,11.95,4,
10955,0.0,5585.319397,5955.07145,5585.319397,5.53880691,7.259281915,214.6059664,7.259281915,4,
10956,0.0,5585.319397,5955.07145,5585.319397,5.53880691,7.259281915,214.6059664,7.259281915,4,
10957,0.0,13.47500001,14.61874997,13.47500001,0.906263874,3.611111011,12.54444456,3.611111011,4,
10958,0.0,74.74166735,156.3461009,74.74166735,1.929492032,8.089062603,18.31666728,8.089062603,4,
10959,0.0,3.064670143,3.064670143,8.405034721,0.137007703,0.143717971,9.922222222,0.143717971,4,
10960,0.0,9254.706654,9898.227128,9254.706654,10.6774881,83.75289607,354.5848077,83.75289607,4,
10962,0.0,2.860875,2.860875,54.395,1.816805471,10.1095,101.0,10.1095,4,
10963,0.0,1.0425,1.0425,2.6096,0.329544753,1.84215,3.764,1.84215,4,
10964,0.0,0.3625,0.3625,3.17085,0.11458427,0.89135,3.65,0.89135,4,
10965,0.0,0.563,0.563,2.1773,0.15563662,1.1555,4.468,1.1555,4,
10966,0.0,7.0244,10.5705,7.0244,0.158943741,0.718,3.134,0.718,4,
10967,0.0,8.08,16.4335,8.08,0.095536313,0.7146,2.83,0.7146,4,
10968,0.0,248.0,281.2,248.0,22.80065217,134.7325,631.1,134.7325,4,
10970,0.0,486.97,838.25125,486.97,14.0391028,50.1,232.81,50.1,4,
10974,0.0,2614.2,3221.5,2614.2,5.703804348,12.0,823.0,12.0,4,
10987,0.0,177.75,270.04,177.75,4.887495769,17.328,272.0,17.328,4,
10994,0.0,9034.3,9049.425,9034.3,16.9003416,0.5,7132.3,0.5,4,
10995,0.0,8852.24,8867.66,8852.24,19.10926455,0.71,7051.05,0.71,4,
10996,0.0,8825.0,8838.15,8825.0,0.396088505,0.6,113.5,0.6,4,
10997,0.0,8463.96,8483.315,8463.96,28.58039082,0.48,7999.0,0.48,4,
10999,0.0,8575.0012,8618.415,8575.0012,0.169207721,0.6551,2.574,0.6551,4,
11001,0.0,37.69,46.945,37.69,15.29561138,0.27,7058.71,0.27,4,
11005,0.0,72.745,80.2925,72.745,0.791244111,2.3155,24.91,2.3155,4,
11006,0.0,367.138462,479.0615375,367.138462,11.81797857,33.77589755,324.470769,33.77589755,4,
11007,0.0,14.786,14.786,22.675,0.899888943,5.011,71.99,5.011,4,
11012,0.0,27.321,46.06725,27.321,1.774543542,4.67,15.06,4.67,4,
11017,0.0,362.55,362.55,1049.6,44.64793885,192.68,2812.6,192.68,4,
11018,0.0,5837.69,5846.91125,5837.69,0.121690369,0.27,31.36,0.27,4,
11020,0.0,116.563745,138.9837013,116.563745,0.217201602,0.647759,33.1041,0.647759,4,
11021,0.0,52.386,79.17575,52.386,2.887623013,8.812,22.42,8.812,4,
11022,0.0,31.79075,31.79075,51.132,4.812873552,22.9775,209.7,22.9775,4,
11036,0.0,8.979,9.354625,8.979,0.05761165,0.1975,4.432,0.1975,4,
11122,0.0,,,,,,,,4,
11123,0.0,,,,,,,,4,
11124,0.0,,,,,,,,4,
11125,0.0,,,,,,,,4,
11129,0.0,8116.2025,8122.03375,8116.2025,0.152390244,0.888,0.92,0.888,4,
11130,0.0,7676.6925,7689.33,7676.6925,0.223609756,0.42,11.66,0.42,4,
11152,0.0,5709.946,5713.94,5709.946,0.074574468,0.15,0.28,0.15,4,
11158,0.0,7599.1675,7601.82375,7599.1675,0.027114428,0.07,0.14,0.07,4,
11172,0.0,25.3985,26.95,25.3985,1.223106295,5.358,30.25,5.358,4,
11243,0.0,,,,,,,,4,
11245,0.0,,,,,,,,4,
11249,0.0,30.055,30.055,31.624,1.137078652,3.97,26.05,3.97,4,
11250,0.0,,,,,,,,4,
11257,0.0,15.977,15.977,32.32,1.142031447,5.461,39.03,5.461,4,
11264,0.0,106.66,158.82,106.66,9.485416244,48.055,239.07,48.055,4,
11265,0.0,158.94,173.85,158.94,3.682172589,17.2,49.29,17.2,4,
11266,0.0,125.115,165.43875,125.115,2.513135359,14.0235,84.137,14.0235,4,
11279,0.0,,,,0.0,0.0,0.0,0.0,4,
11283,0.0,0.306544698,0.306544698,0.621057525,0.015730158,0.043864014,0.640552662,0.043864014,4,
11285,0.0,8.394953184,10.36420983,8.394953184,0.107733845,0.41113726,3.674513079,0.41113726,4,
11298,0.0,0.066,0.066,0.066,0.002163934,0.0,0.066,0.0,4,
11299,0.0,5585.316202,8943.434278,5585.316202,38.20175674,107.9726364,175.0853119,107.9726364,4,
11304,0.0,1.345,1.345,2.593,0.071743119,0.35,2.56,0.35,4,
11311,0.0,59.325,83.35,59.325,5.591230769,17.14,38.3,17.14,4,
11324,0.0,93.1,93.1,150.25,2.490731707,20.04,63.9,20.04,4,
11325,0.0,144.025,144.025,186.9,8.259574468,31.9,92.7,31.9,4,
11326,0.0,91.1875,91.1875,124.0,5.5,22.64,52.0,22.64,4,
11327,0.0,123.95,123.95,219.0,21.81394366,111.1665,268.0,111.1665,4,
11328,0.0,733.3,1306.8625,733.3,58.28736842,298.75,516.7,298.75,4,
11329,0.0,31.025,34.1375,31.025,3.564015748,17.47,50.4,17.47,4,
11330,0.0,41.8,41.8,50.4,7.545454545,29.685,60.4,29.685,4,
11331,0.0,146.35,146.35,182.0,12.08,53.25,69.0,53.25,4,
11332,0.0,38.45,38.45,44.42,3.820454545,15.31,28.2,15.31,4,
11333,0.0,0.004578,0.008460557,0.004578,0.000930455,0.003559978,0.007605875,0.003559978,4,
11335,0.0,,,,0.0,0.0,0.0,0.0,4,
,,,,,,,,,4,
